show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,date_added_parsed,year_added,month_added,duration_val,decade
s5512,TV Show,Title 5511,Director_175,"Actor_242, Actor_357, Actor_371, Actor_026",India,"September 18, 2015",2015,TV-Y,6 Seasons,"Stand-Up Comedy, Action & Adventure",2015-09-18,2015,9,6.0,2010s
s5513,TV Show,Title 5512,Director_034,"Actor_359, Actor_374, Actor_080, Actor_032, Actor_325",Nigeria,"June 30, 2019",2021,TV-MA,8 Seasons,"Anime Series, Comedies, Stand-Up Comedy",2019-06-30,2019,6,8.0,2020s
s5514,TV Show,Title 5513,Director_036,"Actor_360, Actor_010, Actor_475, Actor_209, Actor_119",South Korea,"June 01, 2018",2008,TV-PG,2 Seasons,Stand-Up Comedy,2018-06-01,2018,6,2.0,2000s
s5515,Movie,Title 5514,Director_054,"Actor_401, Actor_086, Actor_184, Actor_151",United States,"January 17, 2022",2019,PG-13,169 min,"Comedies, Anime Series",2022-01-17,2022,1,169.0,2010s
s5516,TV Show,Title 5515,Director_144,"Actor_450, Actor_107, Actor_467, Actor_250, Actor_417",Turkey,"July 20, 2022",2016,TV-Y7,3 Seasons,International Movies,2022-07-20,2022,7,3.0,2010s
s5517,TV Show,Title 5516,Director_155,"Actor_475, Actor_022, Actor_263, Actor_106, Actor_293",Canada,"May 06, 2015",2008,TV-MA,5 Seasons,"Anime Series, Sci-Fi & Fantasy",2015-05-06,2015,5,5.0,2000s
s5518,TV Show,Title 5517,Director_128,"Actor_300, Actor_317, Actor_235",Turkey,"May 14, 2018",1987,TV-MA,6 Seasons,Comedies,2018-05-14,2018,5,6.0,1980s
s5519,Movie,Title 5518,Director_052,"Actor_251, Actor_435, Actor_297, Actor_094, Actor_355",Spain,"July 30, 2018",2018,PG-13,177 min,"Stand-Up Comedy, Reality TV",2018-07-30,2018,7,177.0,2010s
s5520,Movie,Title 5519,Director_072,"Actor_312, Actor_041, Actor_324",United States,"October 02, 2020",2021,R,147 min,"Romantic Movies, Sports Movies, Kids TV",2020-10-02,2020,10,147.0,2020s
s5521,TV Show,Title 5520,Director_182,"Actor_010, Actor_292, Actor_087, Actor_495",United States,"July 21, 2021",2017,TV-14,2 Seasons,Romantic Movies,2021-07-21,2021,7,2.0,2010s
s5522,Movie,Title 5521,Director_112,"Actor_086, Actor_392, Actor_397, Actor_477, Actor_189",United States,"May 16, 2015",1966,G,166 min,Comedies,2015-05-16,2015,5,166.0,1960s
s5523,Movie,Title 5522,Director_188,"Actor_140, Actor_039, Actor_301, Actor_227, Actor_049",Canada,"July 05, 2021",1995,R,75 min,Romantic Movies,2021-07-05,2021,7,75.0,1990s
s5524,Movie,Title 5523,Director_012,"Actor_253, Actor_463, Actor_460",Japan,"December 30, 2018",1977,R,166 min,"Anime Series, Stand-Up Comedy, Thrillers",2018-12-30,2018,12,166.0,1970s
s5525,Movie,Title 5524,Director_046,"Actor_003, Actor_335, Actor_186, Actor_440, Actor_308",South Korea,"May 16, 2015",2015,PG,94 min,"Documentaries, Music & Musicals",2015-05-16,2015,5,94.0,2010s
s5526,Movie,Title 5525,Director_191,"Actor_104, Actor_226, Actor_018, Actor_185",Nigeria,"March 23, 2017",2019,PG-13,79 min,"Sports Movies, Crime TV Shows",2017-03-23,2017,3,79.0,2010s
s5527,Movie,Title 5526,Director_159,"Actor_412, Actor_466",United Kingdom,"May 01, 2017",1983,PG-13,123 min,"Thrillers, Romantic Movies",2017-05-01,2017,5,123.0,1980s
s5528,Movie,Title 5527,Director_027,"Actor_112, Actor_047, Actor_176, Actor_394, Actor_289",United States,"October 11, 2019",2021,PG-13,119 min,"International Movies, Romantic Movies",2019-10-11,2019,10,119.0,2020s
s5529,Movie,Title 5528,Director_052,"Actor_238, Actor_321, Actor_216",United States,"April 22, 2020",2014,R,100 min,"Sci-Fi & Fantasy, Crime TV Shows",2020-04-22,2020,4,100.0,2010s
s5530,Movie,Title 5529,Director_030,"Actor_115, Actor_334, Actor_355, Actor_206",South Korea,"May 20, 2017",2018,PG-13,148 min,"Reality TV, Horror Movies, Crime TV Shows",2017-05-20,2017,5,148.0,2010s
s5531,Movie,Title 5530,Director_007,"Actor_391, Actor_372, Actor_365, Actor_063",Japan,"January 12, 2019",2023,PG-13,140 min,"Crime TV Shows, Romantic Movies, Comedies",2019-01-12,2019,1,140.0,2020s
s5532,Movie,Title 5531,Director_071,"Actor_264, Actor_032, Actor_270",South Korea,"September 26, 2016",1979,R,153 min,"Crime TV Shows, Horror Movies, Documentaries",2016-09-26,2016,9,153.0,1970s
s5533,TV Show,Title 5532,Director_123,"Actor_286, Actor_037",United States,"July 10, 2019",2022,TV-MA,7 Seasons,"Music & Musicals, Action & Adventure",2019-07-10,2019,7,7.0,2020s
s5534,TV Show,Title 5533,Director_097,"Actor_274, Actor_410",United Kingdom,"October 30, 2016",1985,TV-MA,2 Seasons,"Action & Adventure, Music & Musicals, Anime Series",2016-10-30,2016,10,2.0,1980s
s5535,Movie,Title 5534,Director_086,"Actor_252, Actor_161, Actor_043, Actor_102",Japan,"July 17, 2018",2009,R,134 min,Romantic Movies,2018-07-17,2018,7,134.0,2000s
s5536,Movie,Title 5535,Director_073,"Actor_248, Actor_066, Actor_456, Actor_358, Actor_348",India,"September 26, 2015",2021,PG-13,99 min,Thrillers,2015-09-26,2015,9,99.0,2020s
s5537,Movie,Title 5536,Director_100,"Actor_240, Actor_047, Actor_482, Actor_386",United States,"May 10, 2017",2022,PG-13,103 min,Sci-Fi & Fantasy,2017-05-10,2017,5,103.0,2020s
s5538,TV Show,Title 5537,Director_024,"Actor_498, Actor_356, Actor_300, Actor_152",United States,"April 26, 2016",2013,TV-14,5 Seasons,"Thrillers, Comedies",2016-04-26,2016,4,5.0,2010s
s5539,Movie,Title 5538,Director_114,"Actor_423, Actor_287",United States,"June 15, 2018",2015,R,89 min,"Action & Adventure, Sci-Fi & Fantasy",2018-06-15,2018,6,89.0,2010s
s5540,Movie,Title 5539,Director_032,"Actor_117, Actor_220, Actor_057, Actor_339, Actor_251",United Kingdom,"May 21, 2021",2018,R,111 min,Crime TV Shows,2021-05-21,2021,5,111.0,2010s
s5541,Movie,Title 5540,Director_195,"Actor_157, Actor_482, Actor_040",Japan,"April 13, 2015",2020,PG,105 min,Thrillers,2015-04-13,2015,4,105.0,2020s
s5542,Movie,Title 5541,Director_134,"Actor_133, Actor_367, Actor_274",South Korea,"December 24, 2018",1984,R,109 min,"Crime TV Shows, Sports Movies, Sci-Fi & Fantasy",2018-12-24,2018,12,109.0,1980s
s5543,TV Show,Title 5542,Director_096,"Actor_224, Actor_002, Actor_101, Actor_046, Actor_024",India,"March 02, 2017",2020,TV-14,7 Seasons,"Horror Movies, Music & Musicals",2017-03-02,2017,3,7.0,2020s
s5544,TV Show,Title 5543,Director_193,"Actor_311, Actor_175, Actor_170, Actor_337, Actor_138",United States,"August 05, 2019",2012,TV-MA,7 Seasons,Crime TV Shows,2019-08-05,2019,8,7.0,2010s
s5545,Movie,Title 5544,Director_111,"Actor_426, Actor_266, Actor_434",Canada,"August 27, 2015",2011,R,77 min,"Sci-Fi & Fantasy, Sports Movies",2015-08-27,2015,8,77.0,2010s
s5546,Movie,Title 5545,Director_173,"Actor_474, Actor_093",Mexico,"August 20, 2022",2010,R,156 min,"Music & Musicals, Comedies",2022-08-20,2022,8,156.0,2010s
s5547,Movie,Title 5546,Director_095,"Actor_387, Actor_414, Actor_009, Actor_232",Germany,"May 16, 2022",2013,G,103 min,"Dramas, Kids TV, International Movies",2022-05-16,2022,5,103.0,2010s
s5548,Movie,Title 5547,Director_004,"Actor_268, Actor_355, Actor_471, Actor_012",Japan,"May 08, 2019",2023,PG-13,149 min,"Anime Series, Reality TV, Horror Movies",2019-05-08,2019,5,149.0,2020s
s5549,Movie,Title 5548,Director_120,"Actor_233, Actor_160, Actor_065, Actor_107",United States,"May 31, 2017",2014,NR,165 min,"Sports Movies, Documentaries",2017-05-31,2017,5,165.0,2010s
s5550,Movie,Title 5549,Director_109,"Actor_146, Actor_411, Actor_006",Japan,"April 08, 2022",2023,PG,110 min,Sports Movies,2022-04-08,2022,4,110.0,2020s
s5551,Movie,Title 5550,Director_016,"Actor_318, Actor_419",Turkey,"February 13, 2021",1991,R,105 min,"Dramas, Thrillers, Stand-Up Comedy",2021-02-13,2021,2,105.0,1990s
s5552,Movie,Title 5551,Director_075,"Actor_276, Actor_012, Actor_102, Actor_159, Actor_179",India,"June 06, 2017",2018,NR,123 min,"Kids TV, Documentaries, Sports Movies",2017-06-06,2017,6,123.0,2010s
s5553,TV Show,Title 5552,Director_051,"Actor_035, Actor_252, Actor_061, Actor_294",United States,"July 03, 2018",2020,TV-MA,3 Seasons,"Romantic Movies, Sci-Fi & Fantasy, Comedies",2018-07-03,2018,7,3.0,2020s
s5554,Movie,Title 5553,Director_139,"Actor_186, Actor_326, Actor_463",United States,"July 12, 2017",2017,R,132 min,Comedies,2017-07-12,2017,7,132.0,2010s
s5555,TV Show,Title 5554,Director_061,"Actor_169, Actor_057, Actor_315, Actor_278, Actor_424",India,"March 04, 2017",2016,TV-PG,2 Seasons,Music & Musicals,2017-03-04,2017,3,2.0,2010s
s5556,TV Show,Title 5555,Director_162,"Actor_212, Actor_315, Actor_240, Actor_481",South Korea,"January 21, 2022",2014,TV-PG,1 Season,"Thrillers, Anime Series",2022-01-21,2022,1,1.0,2010s
s5557,Movie,Title 5556,Director_189,"Actor_234, Actor_270, Actor_137, Actor_102, Actor_198",Canada,"November 06, 2016",2021,R,134 min,"Sports Movies, Stand-Up Comedy",2016-11-06,2016,11,134.0,2020s
s5558,TV Show,Title 5557,Director_020,"Actor_277, Actor_022, Actor_367, Actor_218",United Kingdom,"September 05, 2021",2020,TV-14,1 Season,"Sports Movies, Reality TV, Music & Musicals",2021-09-05,2021,9,1.0,2020s
s5559,Movie,Title 5558,Director_084,"Actor_195, Actor_210",Canada,"August 09, 2019",1984,PG-13,124 min,Music & Musicals,2019-08-09,2019,8,124.0,1980s
s5560,Movie,Title 5559,Director_193,"Actor_444, Actor_051, Actor_493",South Korea,"January 31, 2019",2021,R,167 min,Sports Movies,2019-01-31,2019,1,167.0,2020s
s5561,Movie,Title 5560,Director_180,"Actor_494, Actor_179, Actor_488, Actor_372",United States,"January 24, 2020",2010,PG-13,159 min,"Romantic Movies, Action & Adventure",2020-01-24,2020,1,159.0,2010s
s5562,TV Show,Title 5561,Director_020,"Actor_367, Actor_189, Actor_309",Nigeria,"June 30, 2018",1999,TV-PG,1 Season,"International Movies, Comedies, Horror Movies",2018-06-30,2018,6,1.0,1990s
s5563,Movie,Title 5562,Director_142,"Actor_318, Actor_130",India,"November 02, 2016",2021,PG,169 min,"International Movies, Kids TV",2016-11-02,2016,11,169.0,2020s
s5564,Movie,Title 5563,Director_150,"Actor_351, Actor_149, Actor_378, Actor_467",United States,"December 18, 2022",2010,PG-13,127 min,"Comedies, Romantic Movies, Reality TV",2022-12-18,2022,12,127.0,2010s
s5565,TV Show,Title 5564,Director_127,"Actor_311, Actor_261, Actor_146, Actor_134",Mexico,"November 18, 2021",2020,TV-MA,5 Seasons,"Kids TV, Action & Adventure, Dramas",2021-11-18,2021,11,5.0,2020s
s5566,Movie,Title 5565,Director_158,"Actor_144, Actor_362, Actor_103, Actor_141, Actor_207",United States,"April 18, 2017",2000,NR,135 min,"Dramas, Music & Musicals, Action & Adventure",2017-04-18,2017,4,135.0,2000s
s5567,TV Show,Title 5566,Director_053,"Actor_061, Actor_160, Actor_192",France,"August 05, 2018",1961,TV-PG,5 Seasons,International Movies,2018-08-05,2018,8,5.0,1960s
s5568,TV Show,Title 5567,Director_182,"Actor_024, Actor_260, Actor_473",Mexico,"December 09, 2017",2012,TV-MA,3 Seasons,"Crime TV Shows, Reality TV",2017-12-09,2017,12,3.0,2010s
s5569,TV Show,Title 5568,Director_025,"Actor_486, Actor_311, Actor_222",Canada,"January 04, 2015",1981,NR,4 Seasons,"Anime Series, Comedies, Dramas",2015-01-04,2015,1,4.0,1980s
s5570,TV Show,Title 5569,Director_052,"Actor_284, Actor_069, Actor_429, Actor_170",South Korea,"July 13, 2019",2019,TV-G,8 Seasons,Crime TV Shows,2019-07-13,2019,7,8.0,2010s
s5571,TV Show,Title 5570,Director_065,"Actor_294, Actor_018, Actor_438, Actor_387",United States,"December 09, 2022",2001,NR,5 Seasons,"Music & Musicals, Crime TV Shows",2022-12-09,2022,12,5.0,2000s
s5572,Movie,Title 5571,Director_166,"Actor_078, Actor_227, Actor_457, Actor_146, Actor_241",United Kingdom,"March 23, 2020",2011,R,70 min,"Stand-Up Comedy, Anime Series",2020-03-23,2020,3,70.0,2010s
s5573,TV Show,Title 5572,Director_006,"Actor_490, Actor_465",France,"March 08, 2020",1979,TV-Y,5 Seasons,"Music & Musicals, Documentaries",2020-03-08,2020,3,5.0,1970s
s5574,Movie,Title 5573,Director_166,"Actor_352, Actor_044, Actor_397, Actor_237",Canada,"April 06, 2020",2002,PG-13,162 min,"Stand-Up Comedy, Reality TV, Anime Series",2020-04-06,2020,4,162.0,2000s
s5575,Movie,Title 5574,Director_031,"Actor_004, Actor_353, Actor_173, Actor_434",United Kingdom,"July 09, 2018",2019,NR,81 min,Dramas,2018-07-09,2018,7,81.0,2010s
s5576,Movie,Title 5575,Director_153,"Actor_320, Actor_050, Actor_036, Actor_191",Germany,"June 18, 2016",1988,R,172 min,Crime TV Shows,2016-06-18,2016,6,172.0,1980s
s5577,Movie,Title 5576,Director_086,"Actor_299, Actor_035, Actor_211, Actor_345, Actor_104",United Kingdom,"December 20, 2017",2017,R,73 min,Reality TV,2017-12-20,2017,12,73.0,2010s
s5578,TV Show,Title 5577,Director_156,"Actor_221, Actor_208, Actor_132, Actor_082",Turkey,"October 11, 2018",2022,TV-MA,2 Seasons,"Reality TV, Documentaries",2018-10-11,2018,10,2.0,2020s
s5579,TV Show,Title 5578,Director_152,"Actor_446, Actor_011, Actor_079, Actor_123",South Korea,"October 07, 2016",2017,TV-PG,4 Seasons,"Anime Series, Kids TV",2016-10-07,2016,10,4.0,2010s
s5580,Movie,Title 5579,Director_183,"Actor_129, Actor_115, Actor_235, Actor_102, Actor_340",United Kingdom,"January 24, 2015",2020,R,163 min,Action & Adventure,2015-01-24,2015,1,163.0,2020s
s5581,Movie,Title 5580,Director_158,"Actor_188, Actor_242",United States,"August 09, 2018",1983,R,103 min,"Thrillers, Reality TV",2018-08-09,2018,8,103.0,1980s
s5582,Movie,Title 5581,Director_193,"Actor_439, Actor_104, Actor_006",Nigeria,"July 10, 2016",1999,PG-13,173 min,"Reality TV, Music & Musicals",2016-07-10,2016,7,173.0,1990s
s5583,TV Show,Title 5582,Director_001,"Actor_398, Actor_095, Actor_073, Actor_238",United States,"July 01, 2022",2022,TV-MA,5 Seasons,"Horror Movies, Sports Movies",2022-07-01,2022,7,5.0,2020s
s5584,TV Show,Title 5583,Director_174,"Actor_413, Actor_232, Actor_097",South Korea,"December 22, 2015",2018,TV-MA,3 Seasons,"Documentaries, Dramas",2015-12-22,2015,12,3.0,2010s
s5585,Movie,Title 5584,Director_074,"Actor_200, Actor_445",Spain,"June 30, 2020",2016,PG-13,131 min,"Action & Adventure, Horror Movies, Music & Musicals",2020-06-30,2020,6,131.0,2010s
s5586,Movie,Title 5585,Director_028,"Actor_488, Actor_379, Actor_205, Actor_132, Actor_265",France,"May 19, 2017",2017,R,173 min,Stand-Up Comedy,2017-05-19,2017,5,173.0,2010s
s5587,Movie,Title 5586,Director_126,"Actor_499, Actor_400, Actor_282, Actor_249",France,"July 28, 2016",2010,PG-13,81 min,Horror Movies,2016-07-28,2016,7,81.0,2010s
s5588,Movie,Title 5587,Director_048,"Actor_130, Actor_433",United Kingdom,"January 29, 2015",1972,R,94 min,"Dramas, Kids TV, International Movies",2015-01-29,2015,1,94.0,1970s
s5589,TV Show,Title 5588,Director_031,"Actor_291, Actor_227, Actor_340",United States,"August 01, 2021",2020,TV-MA,4 Seasons,"Sci-Fi & Fantasy, Crime TV Shows, Comedies",2021-08-01,2021,8,4.0,2020s
s5590,Movie,Title 5589,Director_157,"Actor_225, Actor_251, Actor_430, Actor_482, Actor_483",United States,"December 31, 2015",2017,PG-13,131 min,"Comedies, Reality TV, Romantic Movies",2015-12-31,2015,12,131.0,2010s
s5591,Movie,Title 5590,Director_014,"Actor_092, Actor_341",Japan,"April 09, 2022",2012,NR,112 min,"Kids TV, Horror Movies, Stand-Up Comedy",2022-04-09,2022,4,112.0,2010s
s5592,Movie,Title 5591,Director_061,"Actor_258, Actor_481, Actor_423, Actor_417, Actor_415",Japan,"February 13, 2016",2022,R,106 min,"Dramas, Music & Musicals, Comedies",2016-02-13,2016,2,106.0,2020s
s5593,Movie,Title 5592,Director_077,"Actor_068, Actor_102",Nigeria,"August 07, 2018",2006,G,112 min,Horror Movies,2018-08-07,2018,8,112.0,2000s
s5594,TV Show,Title 5593,Director_016,"Actor_162, Actor_084, Actor_218",India,"February 27, 2022",2003,TV-MA,7 Seasons,"Horror Movies, Anime Series, Dramas",2022-02-27,2022,2,7.0,2000s
s5595,Movie,Title 5594,Director_021,"Actor_052, Actor_382",Japan,"March 22, 2018",2021,PG-13,72 min,Crime TV Shows,2018-03-22,2018,3,72.0,2020s
s5596,Movie,Title 5595,Director_157,"Actor_160, Actor_140",Brazil,"August 07, 2015",2020,R,137 min,Sci-Fi & Fantasy,2015-08-07,2015,8,137.0,2020s
s5597,Movie,Title 5596,Director_080,"Actor_037, Actor_188, Actor_143",Turkey,"January 29, 2021",2013,R,94 min,Music & Musicals,2021-01-29,2021,1,94.0,2010s
s5598,TV Show,Title 5597,Director_143,"Actor_070, Actor_485, Actor_165, Actor_037, Actor_083",United States,"August 30, 2016",1986,TV-14,7 Seasons,Romantic Movies,2016-08-30,2016,8,7.0,1980s
s5599,Movie,Title 5598,Director_179,"Actor_304, Actor_448, Actor_028",United Kingdom,"November 01, 2017",1995,PG-13,145 min,Comedies,2017-11-01,2017,11,145.0,1990s
s5600,TV Show,Title 5599,Director_007,"Actor_391, Actor_404",Canada,"March 20, 2019",2017,TV-Y7,5 Seasons,Reality TV,2019-03-20,2019,3,5.0,2010s
s5601,Movie,Title 5600,Director_191,"Actor_042, Actor_121, Actor_411, Actor_163, Actor_100",Mexico,"May 07, 2017",2008,NR,110 min,"Romantic Movies, Kids TV",2017-05-07,2017,5,110.0,2000s
s5602,Movie,Title 5601,Director_166,"Actor_369, Actor_285",United Kingdom,"May 22, 2019",2021,PG-13,138 min,"Sci-Fi & Fantasy, Stand-Up Comedy, Thrillers",2019-05-22,2019,5,138.0,2020s
s5603,Movie,Title 5602,Director_030,"Actor_455, Actor_227",,"May 28, 2022",2023,NR,132 min,"Thrillers, Dramas",2022-05-28,2022,5,132.0,2020s
s5604,Movie,Title 5603,Director_011,"Actor_067, Actor_487",United States,"August 26, 2017",2020,R,112 min,"Comedies, Music & Musicals, Horror Movies",2017-08-26,2017,8,112.0,2020s
s5605,Movie,Title 5604,Director_032,"Actor_245, Actor_282, Actor_296, Actor_042, Actor_068",Spain,"February 09, 2019",2008,G,97 min,"Dramas, Crime TV Shows",2019-02-09,2019,2,97.0,2000s
s5606,Movie,Title 5605,Director_185,"Actor_253, Actor_028, Actor_212",Germany,"January 10, 2018",2020,R,141 min,"Anime Series, Horror Movies",2018-01-10,2018,1,141.0,2020s
s5607,TV Show,Title 5606,Director_011,"Actor_405, Actor_187",Germany,"June 29, 2019",2007,TV-Y7,6 Seasons,"Sports Movies, Anime Series",2019-06-29,2019,6,6.0,2000s
s5608,TV Show,Title 5607,Director_024,"Actor_293, Actor_308, Actor_370",Turkey,"September 13, 2019",1990,TV-MA,3 Seasons,Thrillers,2019-09-13,2019,9,3.0,1990s
s5609,Movie,Title 5608,Director_165,"Actor_077, Actor_426, Actor_240, Actor_019",India,"October 24, 2021",1970,PG-13,177 min,Music & Musicals,2021-10-24,2021,10,177.0,1970s
s5610,Movie,Title 5609,Director_047,"Actor_233, Actor_080, Actor_349, Actor_226",United Kingdom,"September 08, 2016",2008,R,155 min,"Comedies, Crime TV Shows, Dramas",2016-09-08,2016,9,155.0,2000s
s5611,Movie,Title 5610,Director_082,"Actor_056, Actor_320, Actor_125, Actor_255, Actor_261",France,"August 14, 2015",2022,R,150 min,"Thrillers, Romantic Movies, Sci-Fi & Fantasy",2015-08-14,2015,8,150.0,2020s
s5612,Movie,Title 5611,Director_054,"Actor_487, Actor_176",Brazil,"August 15, 2021",1997,PG,157 min,"Music & Musicals, Crime TV Shows",2021-08-15,2021,8,157.0,1990s
s5613,TV Show,Title 5612,Director_130,"Actor_030, Actor_387, Actor_474, Actor_081, Actor_096",United States,"January 28, 2015",1994,TV-MA,4 Seasons,Stand-Up Comedy,2015-01-28,2015,1,4.0,1990s
s5614,Movie,Title 5613,Director_124,"Actor_281, Actor_109, Actor_471, Actor_480, Actor_467",South Korea,"September 21, 2017",2023,R,113 min,"Crime TV Shows, Dramas, Sports Movies",2017-09-21,2017,9,113.0,2020s
s5615,Movie,Title 5614,Director_068,"Actor_030, Actor_341, Actor_083",Japan,"January 16, 2015",1968,PG-13,141 min,Sci-Fi & Fantasy,2015-01-16,2015,1,141.0,1960s
s5616,TV Show,Title 5615,Director_162,"Actor_018, Actor_105",India,"November 29, 2015",2020,TV-MA,7 Seasons,Reality TV,2015-11-29,2015,11,7.0,2020s
s5617,TV Show,Title 5616,Director_050,"Actor_183, Actor_301",United States,"April 27, 2016",2005,TV-PG,7 Seasons,"Kids TV, Anime Series, Music & Musicals",2016-04-27,2016,4,7.0,2000s
s5618,Movie,Title 5617,Director_026,"Actor_386, Actor_005",United Kingdom,"July 19, 2016",1971,PG-13,101 min,"Music & Musicals, Action & Adventure, Documentaries",2016-07-19,2016,7,101.0,1970s
s5619,Movie,Title 5618,Director_164,"Actor_341, Actor_037, Actor_347, Actor_096, Actor_241",United Kingdom,"December 01, 2020",2022,PG,117 min,"Stand-Up Comedy, Action & Adventure, Sports Movies",2020-12-01,2020,12,117.0,2020s
s5620,Movie,Title 5619,Director_143,"Actor_458, Actor_284, Actor_167, Actor_188, Actor_321",United States,"September 16, 2020",1987,R,136 min,"Crime TV Shows, Documentaries",2020-09-16,2020,9,136.0,1980s
s5621,Movie,Title 5620,Director_024,"Actor_176, Actor_451, Actor_037",France,"March 29, 2016",2014,PG-13,123 min,Anime Series,2016-03-29,2016,3,123.0,2010s
s5622,TV Show,Title 5621,Director_032,"Actor_104, Actor_370, Actor_014, Actor_029, Actor_211",Brazil,"August 21, 2022",2001,TV-14,8 Seasons,"Reality TV, Documentaries",2022-08-21,2022,8,8.0,2000s
